Year,Municipality,Sex,Age,population
2024,Ranillug,Total,9,31
2024,Ranillug,Total,10,32
2024,Ranillug,Total,11,30
2024,Ranillug,Total,12,29
2024,Ranillug,Total,13,45
2024,Ranillug,Total,14,26
2024,Ranillug,Total,15,30
2024,Ranillug,Total,16,25
2024,Ranillug,Total,17,28
2024,Ranillug,Total,18,28
2024,Ranillug,Total,19,21
2024,Ranillug,Total,20,37
2024,Ranillug,Total,21,35
2024,Ranillug,Total,22,26
2024,Ranillug,Total,23,31
2024,Ranillug,Total,24,30
2024,Ranillug,Total,25,32
2024,Ranillug,Total,26,21
2024,Ranillug,Total,27,27
2024,Ranillug,Total,28,30
2024,Ranillug,Total,29,27
2024,Ranillug,Total,30,25
2024,Ranillug,Total,31,40
2024,Ranillug,Total,32,32
2024,Ranillug,Total,33,31
2024,Ranillug,Total,34,38
2024,Ranillug,Total,35,29
2024,Ranillug,Total,36,48
2024,Ranillug,Total,37,35
2024,Ranillug,Total,38,28
2024,Ranillug,Total,39,43
2024,Ranillug,Total,40,37
2024,Ranillug,Total,41,32
2024,Ranillug,Total,42,25
2024,Ranillug,Total,43,31
2024,Ranillug,Total,44,34
2024,Ranillug,Total,45,30
2024,Ranillug,Total,46,24
2024,Ranillug,Total,47,36
2024,Ranillug,Total,48,29
2024,Ranillug,Total,49,37
2024,Ranillug,Total,50,24
2024,Ranillug,Total,51,36
2024,Ranillug,Total,52,30
2024,Ranillug,Total,53,33
2024,Ranillug,Total,54,38
2024,Ranillug,Total,55,30
2024,Ranillug,Total,56,29
2024,Ranillug,Total,57,38
2024,Ranillug,Total,58,32
2024,Ranillug,Total,59,44
2024,Ranillug,Total,60,44
2024,Ranillug,Total,61,32
2024,Ranillug,Total,62,33
2024,Ranillug,Total,63,40
2024,Ranillug,Total,64,33
2024,Ranillug,Total,65,35
2024,Ranillug,Total,66,31
2024,Ranillug,Total,67,38
2024,Ranillug,Total,68,29
2024,Ranillug,Total,69,32
2024,Ranillug,Total,70,28
2024,Ranillug,Total,71,44
2024,Ranillug,Total,72,13
2024,Ranillug,Total,73,20
2024,Ranillug,Total,74,23
2024,Ranillug,Total,75,26
2024,Ranillug,Total,76,24
2024,Ranillug,Total,77,30
2024,Ranillug,Total,78,12
2024,Ranillug,Total,79,9
2024,Ranillug,Total,80,18
2024,Ranillug,Total,81,16
2024,Ranillug,Total,82,9
2024,Ranillug,Total,83,8
2024,Ranillug,Total,84,4
2024,Ranillug,Total,85+,21
2024,Ranillug,Total,Total,2481
2024,Partesh,Total,0,20
2024,Partesh,Total,1,33
2024,Partesh,Total,2,35
2024,Partesh,Total,3,38
2024,Partesh,Total,4,32
2024,Partesh,Total,5,32
2024,Partesh,Total,6,33
2024,Partesh,Total,7,38
2024,Partesh,Total,8,31
2024,Partesh,Total,9,30
2024,Partesh,Total,10,31
2024,Partesh,Total,11,31
2024,Partesh,Total,12,27
2024,Partesh,Total,13,34
2024,Partesh,Total,14,33
2024,Partesh,Total,15,27
2024,Partesh,Total,16,31
2024,Partesh,Total,17,44
2024,Partesh,Total,18,52
2024,Partesh,Total,19,38
2024,Partesh,Total,20,42
2024,Partesh,Total,21,45
2024,Partesh,Total,22,44
2024,Partesh,Total,23,33
2024,Partesh,Total,24,30
2024,Partesh,Total,25,45
2024,Partesh,Total,26,37
2024,Partesh,Total,27,39
2024,Partesh,Total,28,60
2024,Partesh,Total,29,41
2024,Partesh,Total,30,54
2024,Partesh,Total,31,41
2024,Partesh,Total,32,47
2024,Partesh,Total,33,44
2024,Partesh,Total,34,52
2024,Partesh,Total,35,42
2024,Partesh,Total,36,38
2024,Partesh,Total,37,47
2024,Partesh,Total,38,44
2024,Partesh,Total,39,34
2024,Partesh,Total,40,42
2024,Partesh,Total,41,39
2024,Partesh,Total,42,42
2024,Partesh,Total,43,26
2024,Partesh,Total,44,32
2024,Partesh,Total,45,39
2024,Partesh,Total,46,34
2024,Partesh,Total,47,40
2024,Partesh,Total,48,46
2024,Partesh,Total,49,50
2024,Partesh,Total,50,43
2024,Partesh,Total,51,44
2024,Partesh,Total,52,50
2024,Partesh,Total,53,43
2024,Partesh,Total,54,54
2024,Partesh,Total,55,52
2024,Partesh,Total,56,43
2024,Partesh,Total,57,56
2024,Partesh,Total,58,57
2024,Partesh,Total,59,55
2024,Partesh,Total,60,51
2024,Partesh,Total,61,60
2024,Partesh,Total,62,49
2024,Partesh,Total,63,47
2024,Partesh,Total,64,46
2024,Partesh,Total,65,49
2024,Partesh,Total,66,44
2024,Partesh,Total,67,25
2024,Partesh,Total,68,41
2024,Partesh,Total,69,52
2024,Partesh,Total,70,30
2024,Partesh,Total,71,42
2024,Partesh,Total,72,26
2024,Partesh,Total,73,15
2024,Partesh,Total,74,22
2024,Partesh,Total,75,24
2024,Partesh,Total,76,30
2024,Partesh,Total,77,39
2024,Partesh,Total,78,15
2024,Partesh,Total,79,16
2024,Partesh,Total,80,20
2024,Partesh,Total,81,15
2024,Partesh,Total,82,15
2024,Partesh,Total,83,11
2024,Partesh,Total,84,8
2024,Partesh,Total,85+,32
2024,Partesh,Total,Total,3240
2024,Kllokot,Total,0,46
2024,Kllokot,Total,1,41
2024,Kllokot,Total,2,36
2024,Kllokot,Total,3,46
2024,Kllokot,Total,4,48
2024,Kllokot,Total,5,37
2024,Kllokot,Total,6,42
2024,Kllokot,Total,7,52
2024,Kllokot,Total,8,37
2024,Kllokot,Total,9,28
2024,Kllokot,Total,10,42
2024,Kllokot,Total,11,48
2024,Kllokot,Total,12,39
2024,Kllokot,Total,13,47
2024,Kllokot,Total,14,43
2024,Kllokot,Total,15,46
2024,Kllokot,Total,16,34
2024,Kllokot,Total,17,31
2024,Kllokot,Total,18,47
2024,Kllokot,Total,19,49
2024,Kllokot,Total,20,47
2024,Kllokot,Total,21,47
2024,Kllokot,Total,22,56
2024,Kllokot,Total,23,53
2024,Kllokot,Total,24,47
2024,Kllokot,Total,25,52
2024,Kllokot,Total,26,54
2024,Kllokot,Total,27,64
2024,Kllokot,Total,28,44
2024,Kllokot,Total,29,45
2024,Kllokot,Total,30,47
2024,Kllokot,Total,31,60
2024,Kllokot,Total,32,52
2024,Kllokot,Total,33,48
2024,Kllokot,Total,34,49
2024,Kllokot,Total,35,36
2024,Kllokot,Total,36,33
2024,Kllokot,Total,37,43
2024,Kllokot,Total,38,34
2024,Kllokot,Total,39,36
2024,Kllokot,Total,40,34
2024,Kllokot,Total,41,38
2024,Kllokot,Total,42,24
2024,Kllokot,Total,43,37
2024,Kllokot,Total,44,27
2024,Kllokot,Total,45,31
2024,Kllokot,Total,46,36
2024,Kllokot,Total,47,37
2024,Kllokot,Total,48,33
2024,Kllokot,Total,49,39
2024,Kllokot,Total,50,32
2024,Kllokot,Total,51,46
2024,Kllokot,Total,52,40
2024,Kllokot,Total,53,48
2024,Kllokot,Total,54,55
2024,Kllokot,Total,55,44
2024,Kllokot,Total,56,52
2024,Kllokot,Total,57,28
2024,Kllokot,Total,58,46
2024,Kllokot,Total,59,42
2024,Kllokot,Total,60,43
2024,Kllokot,Total,61,39
2024,Kllokot,Total,62,25
2024,Kllokot,Total,63,36
2024,Kllokot,Total,64,18
2024,Kllokot,Total,65,24
2024,Kllokot,Total,66,23
2024,Kllokot,Total,67,17
2024,Kllokot,Total,68,20
2024,Kllokot,Total,69,21
2024,Kllokot,Total,70,25
2024,Kllokot,Total,71,25
2024,Kllokot,Total,72,16
2024,Kllokot,Total,73,21
2024,Kllokot,Total,74,14
2024,Kllokot,Total,75,13
2024,Kllokot,Total,76,18
2024,Kllokot,Total,77,10
2024,Kllokot,Total,78,7
2024,Kllokot,Total,79,8
2024,Kllokot,Total,80,12
2024,Kllokot,Total,81,11
2024,Kllokot,Total,82,11
2024,Kllokot,Total,83,8
2024,Kllokot,Total,84,7
2024,Kllokot,Total,85+,14
2024,Kllokot,Total,Total,3041
2024,Mitrovica Veriore,Total,0,62
2024,Mitrovica Veriore,Total,1,59
2024,Mitrovica Veriore,Total,2,57
2024,Mitrovica Veriore,Total,3,59
2024,Mitrovica Veriore,Total,4,71
2024,Mitrovica Veriore,Total,5,89
2024,Mitrovica Veriore,Total,6,65
2024,Mitrovica Veriore,Total,7,76
2024,Mitrovica Veriore,Total,8,67
2024,Mitrovica Veriore,Total,9,63
2024,Mitrovica Veriore,Total,10,80
2024,Mitrovica Veriore,Total,11,92
2024,Mitrovica Veriore,Total,12,83
2024,Mitrovica Veriore,Total,13,84
2024,Mitrovica Veriore,Total,14,80
2024,Mitrovica Veriore,Total,15,84
2024,Mitrovica Veriore,Total,16,82
2024,Mitrovica Veriore,Total,17,102
2024,Mitrovica Veriore,Total,18,84
2024,Mitrovica Veriore,Total,19,88
2024,Mitrovica Veriore,Total,20,93
2024,Mitrovica Veriore,Total,21,95
2024,Mitrovica Veriore,Total,22,92
2024,Mitrovica Veriore,Total,23,89
2024,Mitrovica Veriore,Total,24,81
2024,Mitrovica Veriore,Total,25,78
2024,Mitrovica Veriore,Total,26,76
2024,Mitrovica Veriore,Total,27,83
2024,Mitrovica Veriore,Total,28,88
2024,Mitrovica Veriore,Total,29,89
2024,Mitrovica Veriore,Total,30,79
2024,Mitrovica Veriore,Total,31,83
2024,Mitrovica Veriore,Total,32,93
2024,Mitrovica Veriore,Total,33,99
2024,Mitrovica Veriore,Total,34,107
2024,Mitrovica Veriore,Total,35,100
2024,Mitrovica Veriore,Total,36,107
2024,Mitrovica Veriore,Total,37,110
2024,Mitrovica Veriore,Total,38,120
2024,Mitrovica Veriore,Total,39,108
2024,Mitrovica Veriore,Total,40,125
2024,Mitrovica Veriore,Total,41,120
2024,Mitrovica Veriore,Total,42,99
2024,Mitrovica Veriore,Total,43,117
2024,Mitrovica Veriore,Total,44,117
2024,Mitrovica Veriore,Total,45,108
2024,Mitrovica Veriore,Total,46,110
2024,Mitrovica Veriore,Total,47,113
2024,Mitrovica Veriore,Total,48,130
2024,Mitrovica Veriore,Total,49,130
2024,Mitrovica Veriore,Total,50,112
2024,Mitrovica Veriore,Total,51,98
2024,Mitrovica Veriore,Total,52,100
2024,Mitrovica Veriore,Total,53,101
2024,Mitrovica Veriore,Total,54,104
2024,Mitrovica Veriore,Total,55,92
2024,Mitrovica Veriore,Total,56,103
2024,Mitrovica Veriore,Total,57,97
2024,Mitrovica Veriore,Total,58,92
2024,Mitrovica Veriore,Total,59,95
2024,Mitrovica Veriore,Total,60,120
2024,Mitrovica Veriore,Total,61,119
2024,Mitrovica Veriore,Total,62,128
2024,Mitrovica Veriore,Total,63,134
2024,Mitrovica Veriore,Total,64,144
2024,Mitrovica Veriore,Total,65,140
2024,Mitrovica Veriore,Total,66,119
2024,Mitrovica Veriore,Total,67,116
2024,Mitrovica Veriore,Total,68,128
2024,Mitrovica Veriore,Total,69,124
2024,Mitrovica Veriore,Total,70,115
2024,Mitrovica Veriore,Total,71,112
2024,Mitrovica Veriore,Total,72,103
2024,Mitrovica Veriore,Total,73,96
2024,Mitrovica Veriore,Total,74,97
2024,Mitrovica Veriore,Total,75,76
2024,Mitrovica Veriore,Total,76,78
2024,Mitrovica Veriore,Total,77,56
2024,Mitrovica Veriore,Total,78,47
2024,Mitrovica Veriore,Total,79,32
2024,Mitrovica Veriore,Total,80,37
2024,Mitrovica Veriore,Total,81,31
2024,Mitrovica Veriore,Total,82,36
2024,Mitrovica Veriore,Total,83,39
2024,Mitrovica Veriore,Total,84,44
2024,Mitrovica Veriore,Total,85+,89
2024,Mitrovica Veriore,Total,Total,7920
