Year,Municipality,Sex,Age,population
2024,Ferizaj,Total,30,1537
2024,Ferizaj,Total,31,1541
2024,Ferizaj,Total,32,1555
2024,Ferizaj,Total,33,1495
2024,Ferizaj,Total,34,1520
2024,Ferizaj,Total,35,1447
2024,Ferizaj,Total,36,1466
2024,Ferizaj,Total,37,1488
2024,Ferizaj,Total,38,1474
2024,Ferizaj,Total,39,1317
2024,Ferizaj,Total,40,1439
2024,Ferizaj,Total,41,1388
2024,Ferizaj,Total,42,1410
2024,Ferizaj,Total,43,1394
2024,Ferizaj,Total,44,1383
2024,Ferizaj,Total,45,1383
2024,Ferizaj,Total,46,1397
2024,Ferizaj,Total,47,1456
2024,Ferizaj,Total,48,1546
2024,Ferizaj,Total,49,1483
2024,Ferizaj,Total,50,1312
2024,Ferizaj,Total,51,1348
2024,Ferizaj,Total,52,1404
2024,Ferizaj,Total,53,1272
2024,Ferizaj,Total,54,1347
2024,Ferizaj,Total,55,1222
2024,Ferizaj,Total,56,1210
2024,Ferizaj,Total,57,1134
2024,Ferizaj,Total,58,1226
2024,Ferizaj,Total,59,1150
2024,Ferizaj,Total,60,1105
2024,Ferizaj,Total,61,1047
2024,Ferizaj,Total,62,941
2024,Ferizaj,Total,63,1028
2024,Ferizaj,Total,64,850
2024,Ferizaj,Total,65,905
2024,Ferizaj,Total,66,775
2024,Ferizaj,Total,67,816
2024,Ferizaj,Total,68,775
2024,Ferizaj,Total,69,769
2024,Ferizaj,Total,70,705
2024,Ferizaj,Total,71,637
2024,Ferizaj,Total,72,549
2024,Ferizaj,Total,73,608
2024,Ferizaj,Total,74,485
2024,Ferizaj,Total,75,455
2024,Ferizaj,Total,76,423
2024,Ferizaj,Total,77,435
2024,Ferizaj,Total,78,349
2024,Ferizaj,Total,79,346
2024,Ferizaj,Total,80,309
2024,Ferizaj,Total,81,303
2024,Ferizaj,Total,82,224
2024,Ferizaj,Total,83,221
2024,Ferizaj,Total,84,145
2024,Ferizaj,Total,85+,456
2024,Ferizaj,Total,Total,109255
2024,Viti,Total,0,461
2024,Viti,Total,1,488
2024,Viti,Total,2,490
2024,Viti,Total,3,441
2024,Viti,Total,4,523
2024,Viti,Total,5,530
2024,Viti,Total,6,562
2024,Viti,Total,7,511
2024,Viti,Total,8,471
2024,Viti,Total,9,534
2024,Viti,Total,10,529
2024,Viti,Total,11,533
2024,Viti,Total,12,550
2024,Viti,Total,13,562
2024,Viti,Total,14,568
2024,Viti,Total,15,546
2024,Viti,Total,16,566
2024,Viti,Total,17,587
2024,Viti,Total,18,579
2024,Viti,Total,19,632
2024,Viti,Total,20,629
2024,Viti,Total,21,629
2024,Viti,Total,22,716
2024,Viti,Total,23,803
2024,Viti,Total,24,605
2024,Viti,Total,25,570
2024,Viti,Total,26,542
2024,Viti,Total,27,524
2024,Viti,Total,28,515
2024,Viti,Total,29,511
2024,Viti,Total,30,493
2024,Viti,Total,31,486
2024,Viti,Total,32,460
2024,Viti,Total,33,451
2024,Viti,Total,34,415
2024,Viti,Total,35,417
2024,Viti,Total,36,406
2024,Viti,Total,37,368
2024,Viti,Total,38,402
2024,Viti,Total,39,386
2024,Viti,Total,40,384
2024,Viti,Total,41,388
2024,Viti,Total,42,422
2024,Viti,Total,43,394
2024,Viti,Total,44,390
2024,Viti,Total,45,428
2024,Viti,Total,46,431
2024,Viti,Total,47,492
2024,Viti,Total,48,471
2024,Viti,Total,49,514
2024,Viti,Total,50,469
2024,Viti,Total,51,541
2024,Viti,Total,52,446
2024,Viti,Total,53,480
2024,Viti,Total,54,536
2024,Viti,Total,55,476
2024,Viti,Total,56,485
2024,Viti,Total,57,401
2024,Viti,Total,58,453
2024,Viti,Total,59,437
2024,Viti,Total,60,381
2024,Viti,Total,61,350
2024,Viti,Total,62,374
2024,Viti,Total,63,374
2024,Viti,Total,64,314
2024,Viti,Total,65,311
2024,Viti,Total,66,252
2024,Viti,Total,67,256
2024,Viti,Total,68,235
2024,Viti,Total,69,282
2024,Viti,Total,70,206
2024,Viti,Total,71,240
2024,Viti,Total,72,171
2024,Viti,Total,73,218
2024,Viti,Total,74,184
2024,Viti,Total,75,162
2024,Viti,Total,76,184
2024,Viti,Total,77,167
2024,Viti,Total,78,131
2024,Viti,Total,79,118
2024,Viti,Total,80,109
2024,Viti,Total,81,106
2024,Viti,Total,82,69
2024,Viti,Total,83,62
2024,Viti,Total,84,57
2024,Viti,Total,85+,224
2024,Viti,Total,Total,35566
2024,Vushtrri,Total,0,807
2024,Vushtrri,Total,1,854
2024,Vushtrri,Total,2,865
2024,Vushtrri,Total,3,891
2024,Vushtrri,Total,4,846
2024,Vushtrri,Total,5,942
2024,Vushtrri,Total,6,968
2024,Vushtrri,Total,7,945
2024,Vushtrri,Total,8,949
2024,Vushtrri,Total,9,977
2024,Vushtrri,Total,10,998
2024,Vushtrri,Total,11,976
2024,Vushtrri,Total,12,1002
2024,Vushtrri,Total,13,950
2024,Vushtrri,Total,14,967
2024,Vushtrri,Total,15,966
2024,Vushtrri,Total,16,979
2024,Vushtrri,Total,17,984
2024,Vushtrri,Total,18,994
2024,Vushtrri,Total,19,1004
2024,Vushtrri,Total,20,1013
2024,Vushtrri,Total,21,1056
2024,Vushtrri,Total,22,1051
2024,Vushtrri,Total,23,1350
2024,Vushtrri,Total,24,902
2024,Vushtrri,Total,25,879
2024,Vushtrri,Total,26,930
2024,Vushtrri,Total,27,858
2024,Vushtrri,Total,28,849
2024,Vushtrri,Total,29,867
2024,Vushtrri,Total,30,878
2024,Vushtrri,Total,31,817
2024,Vushtrri,Total,32,860
2024,Vushtrri,Total,33,773
2024,Vushtrri,Total,34,837
2024,Vushtrri,Total,35,822
2024,Vushtrri,Total,36,805
2024,Vushtrri,Total,37,827
2024,Vushtrri,Total,38,788
2024,Vushtrri,Total,39,749
2024,Vushtrri,Total,40,792
2024,Vushtrri,Total,41,842
2024,Vushtrri,Total,42,828
2024,Vushtrri,Total,43,827
2024,Vushtrri,Total,44,823
2024,Vushtrri,Total,45,812
2024,Vushtrri,Total,46,807
2024,Vushtrri,Total,47,760
2024,Vushtrri,Total,48,845
2024,Vushtrri,Total,49,824
2024,Vushtrri,Total,50,771
2024,Vushtrri,Total,51,764
2024,Vushtrri,Total,52,732
2024,Vushtrri,Total,53,662
2024,Vushtrri,Total,54,741
2024,Vushtrri,Total,55,694
2024,Vushtrri,Total,56,707
2024,Vushtrri,Total,57,652
2024,Vushtrri,Total,58,733
2024,Vushtrri,Total,59,647
2024,Vushtrri,Total,60,667
2024,Vushtrri,Total,61,572
2024,Vushtrri,Total,62,582
2024,Vushtrri,Total,63,628
2024,Vushtrri,Total,64,529
2024,Vushtrri,Total,65,596
2024,Vushtrri,Total,66,458
2024,Vushtrri,Total,67,511
2024,Vushtrri,Total,68,462
2024,Vushtrri,Total,69,499
2024,Vushtrri,Total,70,451
2024,Vushtrri,Total,71,375
2024,Vushtrri,Total,72,301
2024,Vushtrri,Total,73,347
2024,Vushtrri,Total,74,315
2024,Vushtrri,Total,75,283
2024,Vushtrri,Total,76,278
2024,Vushtrri,Total,77,258
2024,Vushtrri,Total,78,222
2024,Vushtrri,Total,79,211
2024,Vushtrri,Total,80,168
2024,Vushtrri,Total,81,134
2024,Vushtrri,Total,82,123
2024,Vushtrri,Total,83,115
2024,Vushtrri,Total,84,85
2024,Vushtrri,Total,85+,320
2024,Vushtrri,Total,Total,61528
2024,Zubin Potok,Total,0,28
2024,Zubin Potok,Total,1,29
2024,Zubin Potok,Total,2,21
2024,Zubin Potok,Total,3,20
2024,Zubin Potok,Total,4,31
2024,Zubin Potok,Total,5,27
2024,Zubin Potok,Total,6,28
2024,Zubin Potok,Total,7,24
2024,Zubin Potok,Total,8,29
2024,Zubin Potok,Total,9,31
2024,Zubin Potok,Total,10,29
2024,Zubin Potok,Total,11,40
2024,Zubin Potok,Total,12,38
2024,Zubin Potok,Total,13,33
2024,Zubin Potok,Total,14,37
2024,Zubin Potok,Total,15,36
2024,Zubin Potok,Total,16,49
2024,Zubin Potok,Total,17,39
2024,Zubin Potok,Total,18,40
2024,Zubin Potok,Total,19,45
2024,Zubin Potok,Total,20,40
2024,Zubin Potok,Total,21,45
2024,Zubin Potok,Total,22,35
2024,Zubin Potok,Total,23,42
2024,Zubin Potok,Total,24,32
2024,Zubin Potok,Total,25,37
2024,Zubin Potok,Total,26,34
2024,Zubin Potok,Total,27,34
2024,Zubin Potok,Total,28,38
2024,Zubin Potok,Total,29,35
2024,Zubin Potok,Total,30,41
2024,Zubin Potok,Total,31,37
2024,Zubin Potok,Total,32,44
2024,Zubin Potok,Total,33,41
2024,Zubin Potok,Total,34,42
2024,Zubin Potok,Total,35,44
2024,Zubin Potok,Total,36,44
2024,Zubin Potok,Total,37,47
2024,Zubin Potok,Total,38,46
2024,Zubin Potok,Total,39,52
2024,Zubin Potok,Total,40,52
2024,Zubin Potok,Total,41,52
2024,Zubin Potok,Total,42,44
2024,Zubin Potok,Total,43,48
2024,Zubin Potok,Total,44,57
2024,Zubin Potok,Total,45,43
2024,Zubin Potok,Total,46,45
2024,Zubin Potok,Total,47,52
2024,Zubin Potok,Total,48,56
2024,Zubin Potok,Total,49,51
2024,Zubin Potok,Total,50,48
2024,Zubin Potok,Total,51,40
2024,Zubin Potok,Total,52,41
2024,Zubin Potok,Total,53,47
2024,Zubin Potok,Total,54,49
2024,Zubin Potok,Total,55,41
2024,Zubin Potok,Total,56,36
2024,Zubin Potok,Total,57,38
2024,Zubin Potok,Total,58,41
2024,Zubin Potok,Total,59,44
2024,Zubin Potok,Total,60,42
2024,Zubin Potok,Total,61,45
2024,Zubin Potok,Total,62,53
2024,Zubin Potok,Total,63,60
2024,Zubin Potok,Total,64,61
2024,Zubin Potok,Total,65,59
2024,Zubin Potok,Total,66,48
2024,Zubin Potok,Total,67,55
2024,Zubin Potok,Total,68,53
2024,Zubin Potok,Total,69,51
2024,Zubin Potok,Total,70,48
2024,Zubin Potok,Total,71,48
2024,Zubin Potok,Total,72,39
2024,Zubin Potok,Total,73,42
2024,Zubin Potok,Total,74,47
2024,Zubin Potok,Total,75,35
2024,Zubin Potok,Total,76,30
2024,Zubin Potok,Total,77,30
2024,Zubin Potok,Total,78,25
2024,Zubin Potok,Total,79,17
2024,Zubin Potok,Total,80,16
2024,Zubin Potok,Total,81,12
2024,Zubin Potok,Total,82,12
2024,Zubin Potok,Total,83,17
2024,Zubin Potok,Total,84,18
2024,Zubin Potok,Total,85+,33
2024,Zubin Potok,Total,Total,3385
2024,Zveqan,Total,0,27
2024,Zveqan,Total,1,20
2024,Zveqan,Total,2,19
2024,Zveqan,Total,3,18
2024,Zveqan,Total,4,21
2024,Zveqan,Total,5,21
2024,Zveqan,Total,6,21
2024,Zveqan,Total,7,19
2024,Zveqan,Total,8,22
2024,Zveqan,Total,9,29
2024,Zveqan,Total,10,26
2024,Zveqan,Total,11,28
2024,Zveqan,Total,12,37
2024,Zveqan,Total,13,32
2024,Zveqan,Total,14,37
2024,Zveqan,Total,15,28
2024,Zveqan,Total,16,31
2024,Zveqan,Total,17,32
2024,Zveqan,Total,18,31
2024,Zveqan,Total,19,35
2024,Zveqan,Total,20,33
2024,Zveqan,Total,21,32
2024,Zveqan,Total,22,35
2024,Zveqan,Total,23,29
2024,Zveqan,Total,24,31
2024,Zveqan,Total,25,28
2024,Zveqan,Total,26,31
2024,Zveqan,Total,27,27
2024,Zveqan,Total,28,27
2024,Zveqan,Total,29,26
2024,Zveqan,Total,30,28
2024,Zveqan,Total,31,29
2024,Zveqan,Total,32,36
2024,Zveqan,Total,33,38
2024,Zveqan,Total,34,37
2024,Zveqan,Total,35,39
2024,Zveqan,Total,36,38
2024,Zveqan,Total,37,47
2024,Zveqan,Total,38,43
2024,Zveqan,Total,39,45
2024,Zveqan,Total,40,44
2024,Zveqan,Total,41,40
2024,Zveqan,Total,42,37
2024,Zveqan,Total,43,43
2024,Zveqan,Total,44,41
2024,Zveqan,Total,45,44
2024,Zveqan,Total,46,41
2024,Zveqan,Total,47,46
2024,Zveqan,Total,48,48
2024,Zveqan,Total,49,47
2024,Zveqan,Total,50,41
2024,Zveqan,Total,51,39
2024,Zveqan,Total,52,35
2024,Zveqan,Total,53,38
2024,Zveqan,Total,54,40
2024,Zveqan,Total,55,40
2024,Zveqan,Total,56,35
2024,Zveqan,Total,57,33
2024,Zveqan,Total,58,32
2024,Zveqan,Total,59,35
2024,Zveqan,Total,60,35
2024,Zveqan,Total,61,42
2024,Zveqan,Total,62,47
2024,Zveqan,Total,63,50
2024,Zveqan,Total,64,50
2024,Zveqan,Total,65,47
2024,Zveqan,Total,66,42
2024,Zveqan,Total,67,43
2024,Zveqan,Total,68,41
2024,Zveqan,Total,69,44
2024,Zveqan,Total,70,45
2024,Zveqan,Total,71,41
2024,Zveqan,Total,72,37
2024,Zveqan,Total,73,42
2024,Zveqan,Total,74,37
2024,Zveqan,Total,75,30
2024,Zveqan,Total,76,25
2024,Zveqan,Total,77,26
2024,Zveqan,Total,78,20
2024,Zveqan,Total,79,13
2024,Zveqan,Total,80,12
2024,Zveqan,Total,81,11
2024,Zveqan,Total,82,13
2024,Zveqan,Total,83,15
2024,Zveqan,Total,84,16
2024,Zveqan,Total,85+,31
2024,Zveqan,Total,Total,2867
2024,Malishevë,Total,0,669
2024,Malishevë,Total,1,703
2024,Malishevë,Total,2,744
2024,Malishevë,Total,3,721
2024,Malishevë,Total,4,679
2024,Malishevë,Total,5,798
2024,Malishevë,Total,6,696
2024,Malishevë,Total,7,751
2024,Malishevë,Total,8,752
2024,Malishevë,Total,9,749
2024,Malishevë,Total,10,785
2024,Malishevë,Total,11,842
2024,Malishevë,Total,12,843
2024,Malishevë,Total,13,786
2024,Malishevë,Total,14,854
2024,Malishevë,Total,15,807
2024,Malishevë,Total,16,785
2024,Malishevë,Total,17,740
2024,Malishevë,Total,18,740
2024,Malishevë,Total,19,709
2024,Malishevë,Total,20,692
2024,Malishevë,Total,21,748
2024,Malishevë,Total,22,839
2024,Malishevë,Total,23,965
2024,Malishevë,Total,24,693
2024,Malishevë,Total,25,617
2024,Malishevë,Total,26,594
2024,Malishevë,Total,27,632
2024,Malishevë,Total,28,576
2024,Malishevë,Total,29,612
2024,Malishevë,Total,30,627
2024,Malishevë,Total,31,596
2024,Malishevë,Total,32,586
2024,Malishevë,Total,33,557
2024,Malishevë,Total,34,581
2024,Malishevë,Total,35,569
2024,Malishevë,Total,36,609
2024,Malishevë,Total,37,564
2024,Malishevë,Total,38,526
2024,Malishevë,Total,39,481
2024,Malishevë,Total,40,512
2024,Malishevë,Total,41,493
2024,Malishevë,Total,42,519
2024,Malishevë,Total,43,509
2024,Malishevë,Total,44,518
2024,Malishevë,Total,45,479
2024,Malishevë,Total,46,608
2024,Malishevë,Total,47,538
2024,Malishevë,Total,48,559
2024,Malishevë,Total,49,580
2024,Malishevë,Total,50,526
2024,Malishevë,Total,51,549
2024,Malishevë,Total,52,549
2024,Malishevë,Total,53,520
2024,Malishevë,Total,54,509
2024,Malishevë,Total,55,500
2024,Malishevë,Total,56,477
2024,Malishevë,Total,57,426
2024,Malishevë,Total,58,449
2024,Malishevë,Total,59,452
2024,Malishevë,Total,60,440
2024,Malishevë,Total,61,400
2024,Malishevë,Total,62,379
2024,Malishevë,Total,63,443
2024,Malishevë,Total,64,298
2024,Malishevë,Total,65,375
2024,Malishevë,Total,66,271
2024,Malishevë,Total,67,266
2024,Malishevë,Total,68,266
2024,Malishevë,Total,69,228
2024,Malishevë,Total,70,261
2024,Malishevë,Total,71,218
2024,Malishevë,Total,72,164
2024,Malishevë,Total,73,223
2024,Malishevë,Total,74,187
2024,Malishevë,Total,75,147
2024,Malishevë,Total,76,165
2024,Malishevë,Total,77,146
2024,Malishevë,Total,78,127
2024,Malishevë,Total,79,105
2024,Malishevë,Total,80,111
2024,Malishevë,Total,81,109
2024,Malishevë,Total,82,68
2024,Malishevë,Total,83,67
2024,Malishevë,Total,84,70
2024,Malishevë,Total,85+,265
2024,Malishevë,Total,Total,43888
2024,Junik,Total,0,40
2024,Junik,Total,1,37
2024,Junik,Total,2,34
2024,Junik,Total,3,33
2024,Junik,Total,4,34
2024,Junik,Total,5,35
2024,Junik,Total,6,33
2024,Junik,Total,7,40
2024,Junik,Total,8,47
2024,Junik,Total,9,52
2024,Junik,Total,10,61
2024,Junik,Total,11,49
2024,Junik,Total,12,66
2024,Junik,Total,13,53
2024,Junik,Total,14,63
2024,Junik,Total,15,61
2024,Junik,Total,16,58
2024,Junik,Total,17,55
2024,Junik,Total,18,62
2024,Junik,Total,19,75
2024,Junik,Total,20,52
2024,Junik,Total,21,55
2024,Junik,Total,22,70
2024,Junik,Total,23,63
2024,Junik,Total,24,60
2024,Junik,Total,25,45
2024,Junik,Total,26,52
2024,Junik,Total,27,55
2024,Junik,Total,28,43
2024,Junik,Total,29,55
2024,Junik,Total,30,44
2024,Junik,Total,31,41
2024,Junik,Total,32,37
2024,Junik,Total,33,52
2024,Junik,Total,34,64
2024,Junik,Total,35,35
2024,Junik,Total,36,42
2024,Junik,Total,37,46
2024,Junik,Total,38,51
2024,Junik,Total,39,47
2024,Junik,Total,40,71
2024,Junik,Total,41,49
2024,Junik,Total,42,49
2024,Junik,Total,43,51
2024,Junik,Total,44,56
2024,Junik,Total,45,63
2024,Junik,Total,46,77
2024,Junik,Total,47,60
2024,Junik,Total,48,71
2024,Junik,Total,49,63
2024,Junik,Total,50,72
2024,Junik,Total,51,53
2024,Junik,Total,52,67
2024,Junik,Total,53,56
2024,Junik,Total,54,54
2024,Junik,Total,55,71
2024,Junik,Total,56,52
2024,Junik,Total,57,56
2024,Junik,Total,58,49
2024,Junik,Total,59,54
2024,Junik,Total,60,42
2024,Junik,Total,61,41
2024,Junik,Total,62,40
2024,Junik,Total,63,44
2024,Junik,Total,64,50
2024,Junik,Total,65,50
2024,Junik,Total,66,30
2024,Junik,Total,67,33
2024,Junik,Total,68,35
2024,Junik,Total,69,44
2024,Junik,Total,70,27
2024,Junik,Total,71,27
2024,Junik,Total,72,30
2024,Junik,Total,73,32
2024,Junik,Total,74,26
2024,Junik,Total,75,22
2024,Junik,Total,76,29
2024,Junik,Total,77,18
2024,Junik,Total,78,7
2024,Junik,Total,79,13
2024,Junik,Total,80,15
2024,Junik,Total,81,20
2024,Junik,Total,82,13
2024,Junik,Total,83,10
2024,Junik,Total,84,12
2024,Junik,Total,85+,42
2024,Junik,Total,Total,3943
2024,Mamushë,Total,0,91
2024,Mamushë,Total,1,85
2024,Mamushë,Total,2,115
2024,Mamushë,Total,3,95
2024,Mamushë,Total,4,95
2024,Mamushë,Total,5,96
2024,Mamushë,Total,6,71
2024,Mamushë,Total,7,92
2024,Mamushë,Total,8,102
2024,Mamushë,Total,9,101
2024,Mamushë,Total,10,89
2024,Mamushë,Total,11,100
2024,Mamushë,Total,12,87
2024,Mamushë,Total,13,98
2024,Mamushë,Total,14,84
2024,Mamushë,Total,15,93
2024,Mamushë,Total,16,87
2024,Mamushë,Total,17,72
2024,Mamushë,Total,18,90
2024,Mamushë,Total,19,87
2024,Mamushë,Total,20,97
2024,Mamushë,Total,21,104
2024,Mamushë,Total,22,109
2024,Mamushë,Total,23,120
2024,Mamushë,Total,24,98
2024,Mamushë,Total,25,116
2024,Mamushë,Total,26,96
2024,Mamushë,Total,27,101
2024,Mamushë,Total,28,102
2024,Mamushë,Total,29,100
2024,Mamushë,Total,30,102
2024,Mamushë,Total,31,89
2024,Mamushë,Total,32,81
2024,Mamushë,Total,33,85
2024,Mamushë,Total,34,78
2024,Mamushë,Total,35,69
2024,Mamushë,Total,36,89
2024,Mamushë,Total,37,76
2024,Mamushë,Total,38,95
2024,Mamushë,Total,39,78
2024,Mamushë,Total,40,99
2024,Mamushë,Total,41,63
2024,Mamushë,Total,42,84
2024,Mamushë,Total,43,67
2024,Mamushë,Total,44,90
2024,Mamushë,Total,45,76
2024,Mamushë,Total,46,70
2024,Mamushë,Total,47,69
2024,Mamushë,Total,48,79
2024,Mamushë,Total,49,79
2024,Mamushë,Total,50,83
2024,Mamushë,Total,51,73
2024,Mamushë,Total,52,54
2024,Mamushë,Total,53,58
2024,Mamushë,Total,54,62
2024,Mamushë,Total,55,59
2024,Mamushë,Total,56,39
2024,Mamushë,Total,57,54
2024,Mamushë,Total,58,40
2024,Mamushë,Total,59,49
2024,Mamushë,Total,60,44
2024,Mamushë,Total,61,40
2024,Mamushë,Total,62,36
2024,Mamushë,Total,63,32
2024,Mamushë,Total,64,32
2024,Mamushë,Total,65,26
2024,Mamushë,Total,66,28
2024,Mamushë,Total,67,23
2024,Mamushë,Total,68,26
2024,Mamushë,Total,69,35
2024,Mamushë,Total,70,20
2024,Mamushë,Total,71,21
2024,Mamushë,Total,72,26
2024,Mamushë,Total,73,23
2024,Mamushë,Total,74,17
2024,Mamushë,Total,75,19
2024,Mamushë,Total,76,18
2024,Mamushë,Total,77,12
2024,Mamushë,Total,78,13
2024,Mamushë,Total,79,3
2024,Mamushë,Total,80,10
2024,Mamushë,Total,81,9
2024,Mamushë,Total,82,4
2024,Mamushë,Total,83,5
2024,Mamushë,Total,84,5
2024,Mamushë,Total,85+,18
2024,Mamushë,Total,Total,5607
2024,Hani i Elezit,Total,0,123
2024,Hani i Elezit,Total,1,129
2024,Hani i Elezit,Total,2,133
2024,Hani i Elezit,Total,3,130
2024,Hani i Elezit,Total,4,123
2024,Hani i Elezit,Total,5,151
2024,Hani i Elezit,Total,6,133
2024,Hani i Elezit,Total,7,140
2024,Hani i Elezit,Total,8,151
2024,Hani i Elezit,Total,9,152
2024,Hani i Elezit,Total,10,155
2024,Hani i Elezit,Total,11,132
2024,Hani i Elezit,Total,12,142
2024,Hani i Elezit,Total,13,145
2024,Hani i Elezit,Total,14,147
2024,Hani i Elezit,Total,15,148
2024,Hani i Elezit,Total,16,148
2024,Hani i Elezit,Total,17,135
2024,Hani i Elezit,Total,18,118
2024,Hani i Elezit,Total,19,137
2024,Hani i Elezit,Total,20,125
2024,Hani i Elezit,Total,21,134
2024,Hani i Elezit,Total,22,150
2024,Hani i Elezit,Total,23,139
2024,Hani i Elezit,Total,24,122
2024,Hani i Elezit,Total,25,135
2024,Hani i Elezit,Total,26,134
2024,Hani i Elezit,Total,27,124
2024,Hani i Elezit,Total,28,128
2024,Hani i Elezit,Total,29,121
2024,Hani i Elezit,Total,30,113
2024,Hani i Elezit,Total,31,107
2024,Hani i Elezit,Total,32,116
2024,Hani i Elezit,Total,33,126
2024,Hani i Elezit,Total,34,117
2024,Hani i Elezit,Total,35,111
2024,Hani i Elezit,Total,36,102
2024,Hani i Elezit,Total,37,125
2024,Hani i Elezit,Total,38,103
2024,Hani i Elezit,Total,39,117
2024,Hani i Elezit,Total,40,118
2024,Hani i Elezit,Total,41,114
2024,Hani i Elezit,Total,42,109
2024,Hani i Elezit,Total,43,144
2024,Hani i Elezit,Total,44,122
2024,Hani i Elezit,Total,45,102
2024,Hani i Elezit,Total,46,105
2024,Hani i Elezit,Total,47,97
2024,Hani i Elezit,Total,48,123
2024,Hani i Elezit,Total,49,93
2024,Hani i Elezit,Total,50,91
2024,Hani i Elezit,Total,51,109
2024,Hani i Elezit,Total,52,116
2024,Hani i Elezit,Total,53,100
2024,Hani i Elezit,Total,54,115
2024,Hani i Elezit,Total,55,100
2024,Hani i Elezit,Total,56,112
2024,Hani i Elezit,Total,57,119
2024,Hani i Elezit,Total,58,96
2024,Hani i Elezit,Total,59,100
2024,Hani i Elezit,Total,60,77
2024,Hani i Elezit,Total,61,82
2024,Hani i Elezit,Total,62,89
2024,Hani i Elezit,Total,63,69
2024,Hani i Elezit,Total,64,79
2024,Hani i Elezit,Total,65,66
2024,Hani i Elezit,Total,66,82
2024,Hani i Elezit,Total,67,55
2024,Hani i Elezit,Total,68,52
2024,Hani i Elezit,Total,69,55
2024,Hani i Elezit,Total,70,47
2024,Hani i Elezit,Total,71,48
2024,Hani i Elezit,Total,72,28
2024,Hani i Elezit,Total,73,38
2024,Hani i Elezit,Total,74,23
2024,Hani i Elezit,Total,75,28
2024,Hani i Elezit,Total,76,22
2024,Hani i Elezit,Total,77,39
2024,Hani i Elezit,Total,78,30
2024,Hani i Elezit,Total,79,32
2024,Hani i Elezit,Total,80,14
2024,Hani i Elezit,Total,81,16
2024,Hani i Elezit,Total,82,13
2024,Hani i Elezit,Total,83,12
2024,Hani i Elezit,Total,84,10
2024,Hani i Elezit,Total,85+,21
2024,Hani i Elezit,Total,Total,8533
2024,Graçanicë,Total,0,208
2024,Graçanicë,Total,1,207
2024,Graçanicë,Total,2,211
2024,Graçanicë,Total,3,234
2024,Graçanicë,Total,4,211
2024,Graçanicë,Total,5,218
2024,Graçanicë,Total,6,244
2024,Graçanicë,Total,7,228
2024,Graçanicë,Total,8,298
2024,Graçanicë,Total,9,264
2024,Graçanicë,Total,10,242
2024,Graçanicë,Total,11,272
2024,Graçanicë,Total,12,277
2024,Graçanicë,Total,13,301
2024,Graçanicë,Total,14,265
2024,Graçanicë,Total,15,258
2024,Graçanicë,Total,16,279
2024,Graçanicë,Total,17,276
2024,Graçanicë,Total,18,292
2024,Graçanicë,Total,19,238
2024,Graçanicë,Total,20,273
2024,Graçanicë,Total,21,256
2024,Graçanicë,Total,22,300
2024,Graçanicë,Total,23,321
2024,Graçanicë,Total,24,269
2024,Graçanicë,Total,25,258
2024,Graçanicë,Total,26,228
2024,Graçanicë,Total,27,242
2024,Graçanicë,Total,28,243
2024,Graçanicë,Total,29,229
2024,Graçanicë,Total,30,264
2024,Graçanicë,Total,31,265
2024,Graçanicë,Total,32,256
2024,Graçanicë,Total,33,256
2024,Graçanicë,Total,34,267
2024,Graçanicë,Total,35,284
2024,Graçanicë,Total,36,304
2024,Graçanicë,Total,37,296
2024,Graçanicë,Total,38,317
2024,Graçanicë,Total,39,275
2024,Graçanicë,Total,40,291
2024,Graçanicë,Total,41,300
2024,Graçanicë,Total,42,298
2024,Graçanicë,Total,43,290
2024,Graçanicë,Total,44,289
2024,Graçanicë,Total,45,270
2024,Graçanicë,Total,46,268
2024,Graçanicë,Total,47,227
2024,Graçanicë,Total,48,257
2024,Graçanicë,Total,49,253
2024,Graçanicë,Total,50,222
2024,Graçanicë,Total,51,217
2024,Graçanicë,Total,52,232
2024,Graçanicë,Total,53,202
2024,Graçanicë,Total,54,192
2024,Graçanicë,Total,55,191
2024,Graçanicë,Total,56,204
2024,Graçanicë,Total,57,184
2024,Graçanicë,Total,58,194
2024,Graçanicë,Total,59,208
2024,Graçanicë,Total,60,185
2024,Graçanicë,Total,61,152
2024,Graçanicë,Total,62,181
2024,Graçanicë,Total,63,181
2024,Graçanicë,Total,64,216
2024,Graçanicë,Total,65,209
2024,Graçanicë,Total,66,191
2024,Graçanicë,Total,67,156
2024,Graçanicë,Total,68,165
2024,Graçanicë,Total,69,160
2024,Graçanicë,Total,70,165
2024,Graçanicë,Total,71,137
2024,Graçanicë,Total,72,121
2024,Graçanicë,Total,73,136
2024,Graçanicë,Total,74,106
2024,Graçanicë,Total,75,120
2024,Graçanicë,Total,76,87
2024,Graçanicë,Total,77,83
2024,Graçanicë,Total,78,59
2024,Graçanicë,Total,79,67
2024,Graçanicë,Total,80,65
2024,Graçanicë,Total,81,73
2024,Graçanicë,Total,82,48
2024,Graçanicë,Total,83,41
2024,Graçanicë,Total,84,40
2024,Graçanicë,Total,85+,127
2024,Graçanicë,Total,Total,18486
2024,Ranillug,Total,0,15
2024,Ranillug,Total,1,27
2024,Ranillug,Total,2,26
2024,Ranillug,Total,3,25
2024,Ranillug,Total,4,15
2024,Ranillug,Total,5,26
2024,Ranillug,Total,6,20
2024,Ranillug,Total,7,26
2024,Ranillug,Total,8,30
