year,band,fdi_variant,c_remit,c_travel,c_comp,c_fdi,c_eo,total_eur_m,gdp_eur_m,provisional,has_denominator,pct_gdp,vintage
2012,maximal_attribution,directional,516.3555060867394,636.8204191063201,214.2580147615626,195.29924599999998,47.776968880836016,1610.510154835458,4797.278,FALSE,TRUE,33.57133263562083,2026-09
2013,maximal_attribution,directional,573.3924234432263,647.5213183697434,218.894936844641,181.05420299999997,12.09966652328751,1632.9625481808982,5071.333,FALSE,TRUE,32.199868322212296,2026-09
2014,maximal_attribution,directional,622.2788801821025,665.5860254169886,200.3987285460607,165.336347,218.3997313841221,1871.999712529274,5325.095,FALSE,TRUE,35.154297013091295,2026-09
2015,maximal_attribution,directional,665.4869067088507,719.7448967612011,205.6733654979705,199.43490519036047,159.0638115931142,1949.403885751497,5674.422,FALSE,TRUE,34.354228250057844,2026-09
2016,maximal_attribution,directional,690.9570559588526,901.4341820639057,194.20487941361841,177.77926730864723,268.1301672551051,2232.5055520001292,6037.273,FALSE,TRUE,36.9787079696434,2026-09
2017,maximal_attribution,directional,759.1885427504003,1112.1043488352595,217.26193125984517,211.26956928863638,89.45215679145912,2389.2765489256003,6356.456,FALSE,TRUE,37.588186702237856,2026-09
2018,maximal_attribution,directional,800.4554206980118,1228.1892508695314,237.043697827977,314.30446237838254,193.02147205467804,2773.014303828581,6671.522,FALSE,TRUE,41.564942809580494,2026-09
2019,maximal_attribution,directional,851.7475720463405,1321.3653083752272,257.13471039723805,278.12945453325534,247.2461413839868,2955.623186736048,7056.172,FALSE,TRUE,41.8870626557296,2026-09
2020,maximal_attribution,directional,980.1120144323588,628.0178460344106,262.3801628708485,278.7821935996189,-107.33325032910327,2041.9589666081336,6771.601,FALSE,TRUE,30.154744300618624,2026-09
2021,maximal_attribution,directional,1153.4420032218243,1490.0945145853302,263.4306859563957,448.29816526740296,267.5456457149431,3622.811014745896,7957.876,TRUE,TRUE,45.52484877555137,2026-09
2022,maximal_attribution,directional,1222.959738787726,1875.273837481384,286.51549208333034,646.4628973774121,120.30510193886293,4151.517067668716,8895.728,TRUE,TRUE,46.66866014415814,2026-09
2023,maximal_attribution,directional,1335.7617347693517,2206.984851875772,338.09324161875935,580.3064260811185,220.59798296501262,4681.744237310015,9680.068,TRUE,TRUE,48.36478666585829,2026-09
2024,maximal_attribution,directional,1355.0109741965643,2425.2492331586272,416.1313129609344,699.1733596853164,244.3160034998276,5139.88088350127,10350.373,TRUE,TRUE,49.6588952253341,2026-09
2025,maximal_attribution,directional,1413.6938427110174,3224.335671895354,470.4200594591064,921.770151890025,223.6554712626417,6253.875197218144,NA,TRUE,FALSE,NA,2026-09
2004,maximal_attribution,excluded,357,73.42,142.26000000000002,0,128.78999999999982,701.4699999999998,NA,FALSE,FALSE,NA,2026-09
2005,maximal_attribution,excluded,418.02,88.17999999999999,145.2,0,174.71000000000032,826.1100000000002,NA,FALSE,FALSE,NA,2026-09
2006,maximal_attribution,excluded,467.15,109.26,146.53,0,240.9499999999999,963.8899999999999,NA,FALSE,FALSE,NA,2026-09
2007,maximal_attribution,excluded,588.5331733023289,146.35795199999995,154.86,0,203.18566804658198,1092.936793348911,NA,FALSE,FALSE,NA,2026-09
2008,maximal_attribution,excluded,608.7208974220822,177.61752838211083,175.42,0,162.3902968075414,1124.1487226117345,3537.599,FALSE,TRUE,31.777166451362472,2026-09
2009,maximal_attribution,excluded,585.6950810833681,277.62524217161973,168.71,0,164.40142230328064,1196.4317455582684,3610.441,FALSE,TRUE,33.13810544358067,2026-09
2010,maximal_attribution,excluded,584.3270289766,327.7180919181751,171.60921223638377,0,197.5827986995324,1281.2371318306912,4030.991,FALSE,TRUE,31.784668629393895,2026-09
2011,maximal_attribution,excluded,492.5233890762786,531.6368213665871,208.2116163074622,0,191.81584107566343,1424.1876678259914,4555.903,FALSE,TRUE,31.26027195543872,2026-09
2012,maximal_attribution,excluded,516.3555060867394,636.8204191063201,214.2580147615626,0,47.776968880836016,1415.210908835458,4797.278,FALSE,TRUE,29.500289723369335,2026-09
2013,maximal_attribution,excluded,573.3924234432263,647.5213183697434,218.894936844641,0,12.09966652328751,1451.9083451808983,5071.333,FALSE,TRUE,28.62971816642485,2026-09
2014,maximal_attribution,excluded,622.2788801821025,665.5860254169886,200.3987285460607,0,218.3997313841221,1706.663365529274,5325.095,FALSE,TRUE,32.049444479944,2026-09
2015,maximal_attribution,excluded,665.4869067088507,719.7448967612011,205.6733654979705,0,159.0638115931142,1749.9689805611365,5674.422,FALSE,TRUE,30.83959882717811,2026-09
2016,maximal_attribution,excluded,690.9570559588526,901.4341820639057,194.20487941361841,0,268.1301672551051,2054.726284691482,6037.273,FALSE,TRUE,34.03401311637691,2026-09
2017,maximal_attribution,excluded,759.1885427504003,1112.1043488352595,217.26193125984517,0,89.45215679145912,2178.006979636964,6356.456,FALSE,TRUE,34.26448605381621,2026-09
2018,maximal_attribution,excluded,800.4554206980118,1228.1892508695314,237.043697827977,0,193.02147205467804,2458.7098414501984,6671.522,FALSE,TRUE,36.85380699411916,2026-09
2019,maximal_attribution,excluded,851.7475720463405,1321.3653083752272,257.13471039723805,0,247.2461413839868,2677.4937322027927,7056.172,FALSE,TRUE,37.94541476884057,2026-09
2020,maximal_attribution,excluded,980.1120144323588,628.0178460344106,262.3801628708485,0,-107.33325032910327,1763.1767730085146,6771.601,FALSE,TRUE,26.037812520384986,2026-09
2021,maximal_attribution,excluded,1153.4420032218243,1490.0945145853302,263.4306859563957,0,267.5456457149431,3174.512849478493,7957.876,TRUE,TRUE,39.891459096353,2026-09
2022,maximal_attribution,excluded,1222.959738787726,1875.273837481384,286.51549208333034,0,120.30510193886293,3505.0541702913033,8895.728,TRUE,TRUE,39.401543867925184,2026-09
2023,maximal_attribution,excluded,1335.7617347693517,2206.984851875772,338.09324161875935,0,220.59798296501262,4101.437811228896,9680.068,TRUE,TRUE,42.36992768262471,2026-09
2024,maximal_attribution,excluded,1355.0109741965643,2425.2492331586272,416.1313129609344,0,244.3160034998276,4440.707523815953,10350.373,TRUE,TRUE,42.90384050715809,2026-09
2025,maximal_attribution,excluded,1413.6938427110174,3224.335671895354,470.4200594591064,0,223.6554712626417,5332.10504532812,NA,TRUE,FALSE,NA,2026-09
2004,travel_070,excl_reinvested,357,51.394,142.26000000000002,NA,64.39499999999991,NA,NA,FALSE,FALSE,NA,2026-09
2005,travel_070,excl_reinvested,418.02,61.72599999999999,145.2,NA,87.35500000000016,NA,NA,FALSE,FALSE,NA,2026-09
2006,travel_070,excl_reinvested,467.15,76.482,146.53,NA,120.47499999999995,NA,NA,FALSE,FALSE,NA,2026-09
2007,travel_070,excl_reinvested,588.5331733023289,102.45056639999996,154.86,286.109974801235,101.59283402329099,1233.5465485268548,NA,FALSE,FALSE,NA,2026-09
2008,travel_070,excl_reinvested,608.7208974220822,124.33226986747758,175.42,222.308819178005,81.1951484037707,1211.9771348713355,3537.599,FALSE,TRUE,34.25987894250692,2026-09
2009,travel_070,excl_reinvested,585.6950810833681,194.3376695201338,168.71,207.0794806779998,82.20071115164032,1238.0229424331421,3610.441,FALSE,TRUE,34.29007543491618,2026-09
2010,travel_070,excl_reinvested,584.3270289766,229.40266434272255,171.60921223638377,257.8101859305262,98.7913993497662,1341.9404908359986,4030.991,FALSE,TRUE,33.29058513988244,2026-09
2011,travel_070,excl_reinvested,492.5233890762786,372.145774956611,208.2116163074622,287.2496674949248,95.90792053783171,1456.0383683731084,4555.903,FALSE,TRUE,31.959380354961645,2026-09
2012,travel_070,excl_reinvested,516.3555060867394,445.774293374424,214.2580147615626,157.064503,23.888484440418008,1357.340801663144,4797.278,FALSE,TRUE,28.293978411573065,2026-09
2013,travel_070,excl_reinvested,573.3924234432263,453.26492285882034,218.894936844641,96.04745199999999,6.049833261643755,1347.6495684083313,5071.333,FALSE,TRUE,26.57387255793164,2026-09
2014,travel_070,excl_reinvested,622.2788801821025,465.91021779189197,200.3987285460607,46.551917,109.19986569206105,1444.3396092121163,5325.095,FALSE,TRUE,27.12326464057667,2026-09
2015,travel_070,excl_reinvested,665.4869067088507,503.82142773284073,205.6733654979705,139.11729949265393,79.5319057965571,1593.630905228873,5674.422,FALSE,TRUE,28.084462262920756,2026-09
2016,travel_070,excl_reinvested,690.9570559588526,631.003927444734,194.20487941361841,87.64682604427743,134.06508362755255,1737.8777724890351,6037.273,FALSE,TRUE,28.785807308846813,2026-09
2017,travel_070,excl_reinvested,759.1885427504003,778.4730441846816,217.26193125984517,173.57732444099554,44.72607839572956,1973.2269210316522,6356.456,FALSE,TRUE,31.042878626575128,2026-09
2018,travel_070,excl_reinvested,800.4554206980118,859.732475608672,237.043697827977,168.65070916180503,96.51073602733902,2162.3930393238047,6671.522,FALSE,TRUE,32.41228971925454,2026-09
2019,travel_070,excl_reinvested,851.7475720463405,924.955715862659,257.13471039723805,276.8836513570454,123.6230706919934,2434.3447203552764,7056.172,FALSE,TRUE,34.49950937073638,2026-09
2020,travel_070,excl_reinvested,980.1120144323588,439.61249222408736,262.3801628708485,256.0644645439253,-53.66662516455163,1884.5025089066683,6771.601,FALSE,TRUE,27.82949717366201,2026-09
2021,travel_070,excl_reinvested,1153.4420032218243,1043.0661602097312,263.4306859563957,423.7371424251287,133.77282285747154,3017.448814670551,7957.876,TRUE,TRUE,37.917766181209046,2026-09
2022,travel_070,excl_reinvested,1222.959738787726,1312.6916862369687,286.51549208333034,573.0277383886378,60.152550969431466,3455.3472064660946,8895.728,TRUE,TRUE,38.842770445163055,2026-09
2023,travel_070,excl_reinvested,1335.7617347693517,1544.8893963130404,338.09324161875935,546.3965414210189,110.29899148250631,3875.439905604677,9680.068,TRUE,TRUE,40.035254975529895,2026-09
2024,travel_070,excl_reinvested,1355.0109741965643,1697.674463211039,416.1313129609344,665.1772520602613,122.1580017499138,4256.152004178713,10350.373,TRUE,TRUE,41.12075964971226,2026-09
2025,travel_070,excl_reinvested,1413.6938427110174,2257.034970326748,470.4200594591064,868.7757201840241,111.82773563132085,5121.752328312216,NA,TRUE,FALSE,NA,2026-09
2004,travel_070,incl_reinvested,357,51.394,142.26000000000002,39.410000000000004,64.39499999999991,654.459,NA,FALSE,FALSE,NA,2026-09
2005,travel_070,incl_reinvested,418.02,61.72599999999999,145.2,82.42,87.35500000000016,794.7210000000001,NA,FALSE,FALSE,NA,2026-09
2006,travel_070,incl_reinvested,467.15,76.482,146.53,216.01000000000002,120.47499999999995,1026.647,NA,FALSE,FALSE,NA,2026-09
2007,travel_070,incl_reinvested,588.5331733023289,102.45056639999996,154.86,327.746177001235,101.59283402329099,1275.182750726855,NA,FALSE,FALSE,NA,2026-09
2008,travel_070,incl_reinvested,608.7208974220822,124.33226986747758,175.42,278.476300827005,81.1951484037707,1268.1446165203354,3537.599,FALSE,TRUE,35.84760784137307,2026-09
2009,travel_070,incl_reinvested,585.6950810833681,194.3376695201338,168.71,264.2594806779998,82.20071115164032,1295.202942433142,3610.441,FALSE,TRUE,35.873815482184646,2026-09
2010,travel_070,incl_reinvested,584.3270289766,229.40266434272255,171.60921223638377,331.0877032977214,98.7913993497662,1415.218008203194,4030.991,FALSE,TRUE,35.1084387983797,2026-09
2011,travel_070,incl_reinvested,492.5233890762786,372.145774956611,208.2116163074622,345.20069495378414,95.90792053783171,1513.9893958319676,4555.903,FALSE,TRUE,33.23137906649829,2026-09
2012,travel_070,incl_reinvested,516.3555060867394,445.774293374424,214.2580147615626,202.68680231214148,23.888484440418008,1402.9631009752854,4797.278,FALSE,TRUE,29.24498227901917,2026-09
2013,travel_070,incl_reinvested,573.3924234432263,453.26492285882034,218.894936844641,176.04024115536475,6.049833261643755,1427.6423575636961,5071.333,FALSE,TRUE,28.151224886310878,2026-09
2014,travel_070,incl_reinvested,622.2788801821025,465.91021779189197,200.3987285460607,116.58822077773587,109.19986569206105,1514.3759129898522,5325.095,FALSE,TRUE,28.43847692839005,2026-09
2015,travel_070,incl_reinvested,665.4869067088507,503.82142773284073,205.6733654979705,228.0247324221759,79.5319057965571,1682.538338158395,5674.422,FALSE,TRUE,29.65127264342333,2026-09
2016,travel_070,incl_reinvested,690.9570559588526,631.003927444734,194.20487941361841,182.5128013631094,134.06508362755255,1832.743747807867,6037.273,FALSE,TRUE,30.3571454828673,2026-09
2017,travel_070,incl_reinvested,759.1885427504003,778.4730441846816,217.26193125984517,232.69523666433417,44.72607839572956,2032.3448332549908,6356.456,FALSE,TRUE,31.972923799912888,2026-09
2018,travel_070,incl_reinvested,800.4554206980118,859.732475608672,237.043697827977,263.28173377489463,96.51073602733902,2257.0240639368944,6671.522,FALSE,TRUE,33.83072204418863,2026-09
2019,travel_070,incl_reinvested,851.7475720463405,924.955715862659,257.13471039723805,238.1847958142371,123.6230706919934,2395.645864812468,7056.172,FALSE,TRUE,33.95106957161005,2026-09
2020,travel_070,incl_reinvested,980.1120144323588,439.61249222408736,262.3801628708485,322.00479477954434,-53.66662516455163,1950.4428391422873,6771.601,FALSE,TRUE,28.803274722510782,2026-09
2021,travel_070,incl_reinvested,1153.4420032218243,1043.0661602097312,263.4306859563957,389.88869725792904,133.77282285747154,2983.600369503352,7957.876,TRUE,TRUE,37.49242096136396,2026-09
2022,travel_070,incl_reinvested,1222.959738787726,1312.6916862369687,286.51549208333034,619.3660463921013,60.152550969431466,3501.685514469558,8895.728,TRUE,TRUE,39.36367562575607,2026-09
2023,travel_070,incl_reinvested,1335.7617347693517,1544.8893963130404,338.09324161875935,695.4180640626049,110.29899148250631,4024.4614282462626,9680.068,TRUE,TRUE,41.574722700772995,2026-09
2024,travel_070,incl_reinvested,1355.0109741965643,1697.674463211039,416.1313129609344,768.420356958585,122.1580017499138,4359.395109077036,10350.373,TRUE,TRUE,42.11824162353411,2026-09
2025,travel_070,incl_reinvested,1413.6938427110174,2257.034970326748,470.4200594591064,1017.4556090531444,111.82773563132085,5270.432217181337,NA,TRUE,FALSE,NA,2026-09
2004,travel_070,directional,357,51.394,142.26000000000002,NA,64.39499999999991,NA,NA,FALSE,FALSE,NA,2026-09
2005,travel_070,directional,418.02,61.72599999999999,145.2,NA,87.35500000000016,NA,NA,FALSE,FALSE,NA,2026-09
2006,travel_070,directional,467.15,76.482,146.53,NA,120.47499999999995,NA,NA,FALSE,FALSE,NA,2026-09
2007,travel_070,directional,588.5331733023289,102.45056639999996,154.86,NA,101.59283402329099,NA,NA,FALSE,FALSE,NA,2026-09
2008,travel_070,directional,608.7208974220822,124.33226986747758,175.42,NA,81.1951484037707,NA,3537.599,FALSE,TRUE,NA,2026-09
2009,travel_070,directional,585.6950810833681,194.3376695201338,168.71,NA,82.20071115164032,NA,3610.441,FALSE,TRUE,NA,2026-09
2010,travel_070,directional,584.3270289766,229.40266434272255,171.60921223638377,NA,98.7913993497662,NA,4030.991,FALSE,TRUE,NA,2026-09
2011,travel_070,directional,492.5233890762786,372.145774956611,208.2116163074622,NA,95.90792053783171,NA,4555.903,FALSE,TRUE,NA,2026-09
2012,travel_070,directional,516.3555060867394,445.774293374424,214.2580147615626,195.29924599999998,23.888484440418008,1395.575544663144,4797.278,FALSE,TRUE,29.090987527992834,2026-09
2013,travel_070,directional,573.3924234432263,453.26492285882034,218.894936844641,181.05420299999997,6.049833261643755,1432.6563194083315,5071.333,FALSE,TRUE,28.250093602773305,2026-09
2014,travel_070,directional,622.2788801821025,465.91021779189197,200.3987285460607,165.336347,109.19986569206105,1563.1240392121163,5325.095,FALSE,TRUE,29.353918366003164,2026-09
2015,travel_070,directional,665.4869067088507,503.82142773284073,205.6733654979705,199.43490519036047,79.5319057965571,1653.9485109265795,5674.422,FALSE,TRUE,29.147435825650252,2026-09
2016,travel_070,directional,690.9570559588526,631.003927444734,194.20487941361841,177.77926730864723,134.06508362755255,1828.0102137534047,6037.273,FALSE,TRUE,30.27874031459907,2026-09
2017,travel_070,directional,759.1885427504003,778.4730441846816,217.26193125984517,211.26956928863638,44.72607839572956,2010.919165879293,6356.456,FALSE,TRUE,31.635854411314938,2026-09
2018,travel_070,directional,800.4554206980118,859.732475608672,237.043697827977,314.30446237838254,96.51073602733902,2308.0467925403823,6671.522,FALSE,TRUE,34.5955059810997,2026-09
2019,travel_070,directional,851.7475720463405,924.955715862659,257.13471039723805,278.12945453325534,123.6230706919934,2435.5905235314863,7056.172,FALSE,TRUE,34.51716488106422,2026-09
2020,travel_070,directional,980.1120144323588,439.61249222408736,262.3801628708485,278.7821935996189,-53.66662516455163,1907.220237962362,6771.601,FALSE,TRUE,28.164982519825994,2026-09
2021,travel_070,directional,1153.4420032218243,1043.0661602097312,263.4306859563957,448.29816526740296,133.77282285747154,3042.0098375128255,7957.876,TRUE,TRUE,38.22640409969728,2026-09
2022,travel_070,directional,1222.959738787726,1312.6916862369687,286.51549208333034,646.4628973774121,60.152550969431466,3528.782365454869,8895.728,TRUE,TRUE,39.66828083609199,2026-09
2023,travel_070,directional,1335.7617347693517,1544.8893963130404,338.09324161875935,580.3064260811185,110.29899148250631,3909.3497902647764,9680.068,TRUE,TRUE,40.38556124052824,2026-09
2024,travel_070,directional,1355.0109741965643,1697.674463211039,416.1313129609344,699.1733596853164,122.1580017499138,4290.148111803768,10350.373,TRUE,TRUE,41.44921262068302,2026-09
2025,travel_070,directional,1413.6938427110174,2257.034970326748,470.4200594591064,921.770151890025,111.82773563132085,5174.746760018217,NA,TRUE,FALSE,NA,2026-09
2004,travel_070,excluded,357,51.394,142.26000000000002,0,64.39499999999991,615.049,NA,FALSE,FALSE,NA,2026-09
2005,travel_070,excluded,418.02,61.72599999999999,145.2,0,87.35500000000016,712.3010000000002,NA,FALSE,FALSE,NA,2026-09
2006,travel_070,excluded,467.15,76.482,146.53,0,120.47499999999995,810.637,NA,FALSE,FALSE,NA,2026-09
2007,travel_070,excluded,588.5331733023289,102.45056639999996,154.86,0,101.59283402329099,947.4365737256198,NA,FALSE,FALSE,NA,2026-09
2008,travel_070,excluded,608.7208974220822,124.33226986747758,175.42,0,81.1951484037707,989.6683156933304,3537.599,FALSE,TRUE,27.97570656519663,2026-09
2009,travel_070,excluded,585.6950810833681,194.3376695201338,168.71,0,82.20071115164032,1030.9434617551422,3610.441,FALSE,TRUE,28.55450239334038,2026-09
2010,travel_070,excluded,584.3270289766,229.40266434272255,171.60921223638377,0,98.7913993497662,1084.1303049054725,4030.991,FALSE,TRUE,26.89488279446599,2026-09
2011,travel_070,excluded,492.5233890762786,372.145774956611,208.2116163074622,0,95.90792053783171,1168.7887008781836,4555.903,FALSE,TRUE,25.654380720532977,2026-09
2012,travel_070,excluded,516.3555060867394,445.774293374424,214.2580147615626,0,23.888484440418008,1200.276298663144,4797.278,FALSE,TRUE,25.01994461574134,2026-09
2013,travel_070,excluded,573.3924234432263,453.26492285882034,218.894936844641,0,6.049833261643755,1251.6021164083313,5071.333,FALSE,TRUE,24.67994344698586,2026-09
2014,travel_070,excluded,622.2788801821025,465.91021779189197,200.3987285460607,0,109.19986569206105,1397.7876922121163,5325.095,FALSE,TRUE,26.24906583285587,2026-09
2015,travel_070,excluded,665.4869067088507,503.82142773284073,205.6733654979705,0,79.5319057965571,1454.513605736219,5674.422,FALSE,TRUE,25.632806402770523,2026-09
2016,travel_070,excluded,690.9570559588526,631.003927444734,194.20487941361841,0,134.06508362755255,1650.2309464447576,6037.273,FALSE,TRUE,27.334045461332583,2026-09
2017,travel_070,excluded,759.1885427504003,778.4730441846816,217.26193125984517,0,44.72607839572956,1799.6495965906565,6356.456,FALSE,TRUE,28.312153762893292,2026-09
2018,travel_070,excluded,800.4554206980118,859.732475608672,237.043697827977,0,96.51073602733902,1993.742330162,6671.522,FALSE,TRUE,29.884370165638362,2026-09
2019,travel_070,excluded,851.7475720463405,924.955715862659,257.13471039723805,0,123.6230706919934,2157.461068998231,7056.172,FALSE,TRUE,30.575516994175185,2026-09
2020,travel_070,excluded,980.1120144323588,439.61249222408736,262.3801628708485,0,-53.66662516455163,1628.438044362743,6771.601,FALSE,TRUE,24.04805073959235,2026-09
2021,travel_070,excluded,1153.4420032218243,1043.0661602097312,263.4306859563957,0,133.77282285747154,2593.7116722454225,7957.876,TRUE,TRUE,32.59301442049892,2026-09
2022,travel_070,excluded,1222.959738787726,1312.6916862369687,286.51549208333034,0,60.152550969431466,2882.319468077457,8895.728,TRUE,TRUE,32.40116455985903,2026-09
2023,travel_070,excluded,1335.7617347693517,1544.8893963130404,338.09324161875935,0,110.29899148250631,3329.0433641836576,9680.068,TRUE,TRUE,34.390702257294656,2026-09
2024,travel_070,excluded,1355.0109741965643,1697.674463211039,416.1313129609344,0,122.1580017499138,3590.9747521184513,10350.373,TRUE,TRUE,34.69415790250701,2026-09
2025,travel_070,excluded,1413.6938427110174,2257.034970326748,470.4200594591064,0,111.82773563132085,4252.976608128192,NA,TRUE,FALSE,NA,2026-09
2004,travel_050,excl_reinvested,357,36.71,142.26000000000002,NA,64.39499999999991,NA,NA,FALSE,FALSE,NA,2026-09
2005,travel_050,excl_reinvested,418.02,44.089999999999996,145.2,NA,87.35500000000016,NA,NA,FALSE,FALSE,NA,2026-09
2006,travel_050,excl_reinvested,467.15,54.63,146.53,NA,120.47499999999995,NA,NA,FALSE,FALSE,NA,2026-09
2007,travel_050,excl_reinvested,588.5331733023289,73.17897599999998,154.86,286.109974801235,101.59283402329099,1204.274958126855,NA,FALSE,FALSE,NA,2026-09
2008,travel_050,excl_reinvested,608.7208974220822,88.80876419105542,175.42,222.308819178005,81.1951484037707,1176.4536291949132,3537.599,FALSE,TRUE,33.25570900474907,2026-09
2009,travel_050,excl_reinvested,585.6950810833681,138.81262108580987,168.71,207.0794806779998,82.20071115164032,1182.4978939988182,3610.441,FALSE,TRUE,32.75217332173045,2026-09
2010,travel_050,excl_reinvested,584.3270289766,163.85904595908755,171.60921223638377,257.8101859305262,98.7913993497662,1276.3968724523636,4030.991,FALSE,TRUE,31.66459246503809,2026-09
2011,travel_050,excl_reinvested,492.5233890762786,265.81841068329356,208.2116163074622,287.2496674949248,95.90792053783171,1349.711004099791,4555.903,FALSE,TRUE,29.625543039432376,2026-09
2012,travel_050,excl_reinvested,516.3555060867394,318.41020955316003,214.2580147615626,157.064503,23.888484440418008,1229.9767178418801,4797.278,FALSE,TRUE,25.639054435491964,2026-09
2013,travel_050,excl_reinvested,573.3924234432263,323.7606591848717,218.894936844641,96.04745199999999,6.049833261643755,1218.1453047343828,5071.333,FALSE,TRUE,24.020219234950314,2026-09
2014,travel_050,excl_reinvested,622.2788801821025,332.7930127084943,200.3987285460607,46.551917,109.19986569206105,1311.2224041287186,5325.095,FALSE,TRUE,24.623455621518836,2026-09
2015,travel_050,excl_reinvested,665.4869067088507,359.87244838060053,205.6733654979705,139.11729949265393,79.5319057965571,1449.6819258766327,5674.422,FALSE,TRUE,25.54765799717809,2026-09
2016,travel_050,excl_reinvested,690.9570559588526,450.71709103195286,194.20487941361841,87.64682604427743,134.06508362755255,1557.590936076254,6037.273,FALSE,TRUE,25.7995776582615,2026-09
2017,travel_050,excl_reinvested,759.1885427504003,556.0521744176298,217.26193125984517,173.57732444099554,44.72607839572956,1750.8060512646002,6356.456,FALSE,TRUE,27.543745308149703,2026-09
2018,travel_050,excl_reinvested,800.4554206980118,614.0946254347657,237.043697827977,168.65070916180503,96.51073602733902,1916.7551891498986,6671.522,FALSE,TRUE,28.7304034843908,2026-09
2019,travel_050,excl_reinvested,851.7475720463405,660.6826541876136,257.13471039723805,276.8836513570454,123.6230706919934,2170.071658680231,7056.172,FALSE,TRUE,30.754234146789944,2026-09
2020,travel_050,excl_reinvested,980.1120144323588,314.0089230172053,262.3801628708485,256.0644645439253,-53.66662516455163,1758.8989396997863,6771.601,FALSE,TRUE,25.97463937553005,2026-09
2021,travel_050,excl_reinvested,1153.4420032218243,745.0472572926651,263.4306859563957,423.7371424251287,133.77282285747154,2719.429911753485,7957.876,TRUE,TRUE,34.17281083235633,2026-09
2022,travel_050,excl_reinvested,1222.959738787726,937.636918740692,286.51549208333034,573.0277383886378,60.152550969431466,3080.292438969818,8895.728,TRUE,TRUE,34.62664819528899,2026-09
2023,travel_050,excl_reinvested,1335.7617347693517,1103.492425937886,338.09324161875935,546.3965414210189,110.29899148250631,3434.0429352295223,9680.068,TRUE,TRUE,35.475400949967735,2026-09
2024,travel_050,excl_reinvested,1355.0109741965643,1212.6246165793136,416.1313129609344,665.1772520602613,122.1580017499138,3771.102157546987,10350.373,TRUE,TRUE,36.43445658960298,2026-09
2025,travel_050,excl_reinvested,1413.6938427110174,1612.167835947677,470.4200594591064,868.7757201840241,111.82773563132085,4476.885193933146,NA,TRUE,FALSE,NA,2026-09
2004,travel_050,incl_reinvested,357,36.71,142.26000000000002,39.410000000000004,64.39499999999991,639.775,NA,FALSE,FALSE,NA,2026-09
2005,travel_050,incl_reinvested,418.02,44.089999999999996,145.2,82.42,87.35500000000016,777.08500000000015,NA,FALSE,FALSE,NA,2026-09
2006,travel_050,incl_reinvested,467.15,54.63,146.53,216.01000000000002,120.47499999999995,1004.795,NA,FALSE,FALSE,NA,2026-09
2007,travel_050,incl_reinvested,588.5331733023289,73.17897599999998,154.86,327.746177001235,101.59283402329099,1245.911160326855,NA,FALSE,FALSE,NA,2026-09
2008,travel_050,incl_reinvested,608.7208974220822,88.80876419105542,175.42,278.476300827005,81.1951484037707,1232.6211108439134,3537.599,FALSE,TRUE,34.843437903615225,2026-09
2009,travel_050,incl_reinvested,585.6950810833681,138.81262108580987,168.71,264.2594806779998,82.20071115164032,1239.677893998818,3610.441,FALSE,TRUE,34.335913368998916,2026-09
2010,travel_050,incl_reinvested,584.3270289766,163.85904595908755,171.60921223638377,331.0877032977214,98.7913993497662,1349.6743898195589,4030.991,FALSE,TRUE,33.482446123535354,2026-09
2011,travel_050,incl_reinvested,492.5233890762786,265.81841068329356,208.2116163074622,345.20069495378414,95.90792053783171,1407.6620315586501,4555.903,FALSE,TRUE,30.89754175096902,2026-09
2012,travel_050,incl_reinvested,516.3555060867394,318.41020955316003,214.2580147615626,202.68680231214148,23.888484440418008,1275.5990171540216,4797.278,FALSE,TRUE,26.590058302938072,2026-09
2013,travel_050,incl_reinvested,573.3924234432263,323.7606591848717,218.894936844641,176.04024115536475,6.049833261643755,1298.1380938897476,5071.333,FALSE,TRUE,25.597571563329556,2026-09
2014,travel_050,incl_reinvested,622.2788801821025,332.7930127084943,200.3987285460607,116.58822077773587,109.19986569206105,1381.2587079064544,5325.095,FALSE,TRUE,25.938667909332217,2026-09
2015,travel_050,incl_reinvested,665.4869067088507,359.87244838060053,205.6733654979705,228.0247324221759,79.5319057965571,1538.5893588061547,5674.422,FALSE,TRUE,27.114468377680666,2026-09
2016,travel_050,incl_reinvested,690.9570559588526,450.71709103195286,194.20487941361841,182.5128013631094,134.06508362755255,1652.4569113950859,6037.273,FALSE,TRUE,27.37091583228199,2026-09
2017,travel_050,incl_reinvested,759.1885427504003,556.0521744176298,217.26193125984517,232.69523666433417,44.72607839572956,1809.923963487939,6356.456,FALSE,TRUE,28.473790481487466,2026-09
2018,travel_050,incl_reinvested,800.4554206980118,614.0946254347657,237.043697827977,263.28173377489463,96.51073602733902,2011.3862137629883,6671.522,FALSE,TRUE,30.148835809324893,2026-09
2019,travel_050,incl_reinvested,851.7475720463405,660.6826541876136,257.13471039723805,238.1847958142371,123.6230706919934,2131.3728031374226,7056.172,FALSE,TRUE,30.205794347663616,2026-09
2020,travel_050,incl_reinvested,980.1120144323588,314.0089230172053,262.3801628708485,322.00479477954434,-53.66662516455163,1824.8392699354054,6771.601,FALSE,TRUE,26.948416924378822,2026-09
2021,travel_050,incl_reinvested,1153.4420032218243,745.0472572926651,263.4306859563957,389.88869725792904,133.77282285747154,2685.581466586286,7957.876,TRUE,TRUE,33.74746561251125,2026-09
