year,band,fdi_variant,c_remit,c_travel,c_comp,c_fdi,c_eo,total_eur_m,gdp_eur_m,provisional,has_denominator,pct_gdp,vintage
2022,travel_050,incl_reinvested,1222.959738787726,937.636918740692,286.51549208333034,619.3660463921013,60.152550969431466,3126.630746973281,8895.728,TRUE,TRUE,35.14755337588201,2026-09
2023,travel_050,incl_reinvested,1335.7617347693517,1103.492425937886,338.09324161875935,695.4180640626049,110.29899148250631,3583.0644578711085,9680.068,TRUE,TRUE,37.01486867521084,2026-09
2024,travel_050,incl_reinvested,1355.0109741965643,1212.6246165793136,416.1313129609344,768.420356958585,122.1580017499138,3874.345262445311,10350.373,TRUE,TRUE,37.43193856342483,2026-09
2025,travel_050,incl_reinvested,1413.6938427110174,1612.167835947677,470.4200594591064,1017.4556090531444,111.82773563132085,4625.565082802266,NA,TRUE,FALSE,NA,2026-09
2004,travel_050,directional,357,36.71,142.26000000000002,NA,64.39499999999991,NA,NA,FALSE,FALSE,NA,2026-09
2005,travel_050,directional,418.02,44.089999999999996,145.2,NA,87.35500000000016,NA,NA,FALSE,FALSE,NA,2026-09
2006,travel_050,directional,467.15,54.63,146.53,NA,120.47499999999995,NA,NA,FALSE,FALSE,NA,2026-09
2007,travel_050,directional,588.5331733023289,73.17897599999998,154.86,NA,101.59283402329099,NA,NA,FALSE,FALSE,NA,2026-09
2008,travel_050,directional,608.7208974220822,88.80876419105542,175.42,NA,81.1951484037707,NA,3537.599,FALSE,TRUE,NA,2026-09
2009,travel_050,directional,585.6950810833681,138.81262108580987,168.71,NA,82.20071115164032,NA,3610.441,FALSE,TRUE,NA,2026-09
2010,travel_050,directional,584.3270289766,163.85904595908755,171.60921223638377,NA,98.7913993497662,NA,4030.991,FALSE,TRUE,NA,2026-09
2011,travel_050,directional,492.5233890762786,265.81841068329356,208.2116163074622,NA,95.90792053783171,NA,4555.903,FALSE,TRUE,NA,2026-09
2012,travel_050,directional,516.3555060867394,318.41020955316003,214.2580147615626,195.29924599999998,23.888484440418008,1268.2114608418801,4797.278,FALSE,TRUE,26.436063551911733,2026-09
2013,travel_050,directional,573.3924234432263,323.7606591848717,218.894936844641,181.05420299999997,6.049833261643755,1303.1520557343829,5071.333,FALSE,TRUE,25.69644027979198,2026-09
2014,travel_050,directional,622.2788801821025,332.7930127084943,200.3987285460607,165.336347,109.19986569206105,1430.0068341287185,5325.095,FALSE,TRUE,26.85410934694533,2026-09
2015,travel_050,directional,665.4869067088507,359.87244838060053,205.6733654979705,199.43490519036047,79.5319057965571,1509.9995315743392,5674.422,FALSE,TRUE,26.61063155990759,2026-09
2016,travel_050,directional,690.9570559588526,450.71709103195286,194.20487941361841,177.77926730864723,134.06508362755255,1647.7233773406238,6037.273,FALSE,TRUE,27.292510664013765,2026-09
2017,travel_050,directional,759.1885427504003,556.0521744176298,217.26193125984517,211.26956928863638,44.72607839572956,1788.4982961122412,6356.456,FALSE,TRUE,28.136721092889516,2026-09
2018,travel_050,directional,800.4554206980118,614.0946254347657,237.043697827977,314.30446237838254,96.51073602733902,2062.408942366476,6671.522,FALSE,TRUE,30.913619746235955,2026-09
2019,travel_050,directional,851.7475720463405,660.6826541876136,257.13471039723805,278.12945453325534,123.6230706919934,2171.317461856441,7056.172,FALSE,TRUE,30.77188965711778,2026-09
2020,travel_050,directional,980.1120144323588,314.0089230172053,262.3801628708485,278.7821935996189,-53.66662516455163,1781.6166687554799,6771.601,FALSE,TRUE,26.310124721694027,2026-09
2021,travel_050,directional,1153.4420032218243,745.0472572926651,263.4306859563957,448.29816526740296,133.77282285747154,2743.9909345957594,7957.876,TRUE,TRUE,34.481448750844564,2026-09
2022,travel_050,directional,1222.959738787726,937.636918740692,286.51549208333034,646.4628973774121,60.152550969431466,3153.727597958592,8895.728,TRUE,TRUE,35.45215858621793,2026-09
2023,travel_050,directional,1335.7617347693517,1103.492425937886,338.09324161875935,580.3064260811185,110.29899148250631,3467.952819889622,9680.068,TRUE,TRUE,35.82570721496607,2026-09
2024,travel_050,directional,1355.0109741965643,1212.6246165793136,416.1313129609344,699.1733596853164,122.1580017499138,3805.0982651720424,10350.373,TRUE,TRUE,36.76290956057373,2026-09
2025,travel_050,directional,1413.6938427110174,1612.167835947677,470.4200594591064,921.770151890025,111.82773563132085,4529.879625639147,NA,TRUE,FALSE,NA,2026-09
2004,travel_050,excluded,357,36.71,142.26000000000002,0,64.39499999999991,600.3649999999999,NA,FALSE,FALSE,NA,2026-09
2005,travel_050,excluded,418.02,44.089999999999996,145.2,0,87.35500000000016,694.6650000000001,NA,FALSE,FALSE,NA,2026-09
2006,travel_050,excluded,467.15,54.63,146.53,0,120.47499999999995,788.785,NA,FALSE,FALSE,NA,2026-09
2007,travel_050,excluded,588.5331733023289,73.17897599999998,154.86,0,101.59283402329099,918.1649833256199,NA,FALSE,FALSE,NA,2026-09
2008,travel_050,excluded,608.7208974220822,88.80876419105542,175.42,0,81.1951484037707,954.1448100169083,3537.599,FALSE,TRUE,26.971536627438788,2026-09
2009,travel_050,excluded,585.6950810833681,138.81262108580987,168.71,0,82.20071115164032,975.4184133208183,3610.441,FALSE,TRUE,27.016600280154652,2026-09
2010,travel_050,excluded,584.3270289766,163.85904595908755,171.60921223638377,0,98.7913993497662,1018.5866865218375,4030.991,FALSE,TRUE,25.268890119621638,2026-09
2011,travel_050,excluded,492.5233890762786,265.81841068329356,208.2116163074622,0,95.90792053783171,1062.4613366048661,4555.903,FALSE,TRUE,23.320543405003708,2026-09
2012,travel_050,excluded,516.3555060867394,318.41020955316003,214.2580147615626,0,23.888484440418008,1072.91221484188,4797.278,FALSE,TRUE,22.36502063966024,2026-09
2013,travel_050,excluded,573.3924234432263,323.7606591848717,218.894936844641,0,6.049833261643755,1122.0978527343827,5071.333,FALSE,TRUE,22.126290124004534,2026-09
2014,travel_050,excluded,622.2788801821025,332.7930127084943,200.3987285460607,0,109.19986569206105,1264.6704871287186,5325.095,FALSE,TRUE,23.749256813798038,2026-09
2015,travel_050,excluded,665.4869067088507,359.87244838060053,205.6733654979705,0,79.5319057965571,1310.5646263839787,5674.422,FALSE,TRUE,23.096002137027856,2026-09
2016,travel_050,excluded,690.9570559588526,450.71709103195286,194.20487941361841,0,134.06508362755255,1469.9441100319764,6037.273,FALSE,TRUE,24.347815810747274,2026-09
2017,travel_050,excluded,759.1885427504003,556.0521744176298,217.26193125984517,0,44.72607839572956,1577.2287268236048,6356.456,FALSE,TRUE,24.81302044446787,2026-09
2018,travel_050,excluded,800.4554206980118,614.0946254347657,237.043697827977,0,96.51073602733902,1748.1044799880935,6671.522,FALSE,TRUE,26.202483930774623,2026-09
2019,travel_050,excluded,851.7475720463405,660.6826541876136,257.13471039723805,0,123.6230706919934,1893.1880073231855,7056.172,FALSE,TRUE,26.830241770228753,2026-09
2020,travel_050,excluded,980.1120144323588,314.0089230172053,262.3801628708485,0,-53.66662516455163,1502.834475155861,6771.601,FALSE,TRUE,22.19319294146039,2026-09
2021,travel_050,excluded,1153.4420032218243,745.0472572926651,263.4306859563957,0,133.77282285747154,2295.6927693283565,7957.876,TRUE,TRUE,28.848059071646208,2026-09
2022,travel_050,excluded,1222.959738787726,937.636918740692,286.51549208333034,0,60.152550969431466,2507.26470058118,8895.728,TRUE,TRUE,28.185042309984976,2026-09
2023,travel_050,excluded,1335.7617347693517,1103.492425937886,338.09324161875935,0,110.29899148250631,2887.6463938085035,9680.068,TRUE,TRUE,29.830848231732503,2026-09
2024,travel_050,excluded,1355.0109741965643,1212.6246165793136,416.1313129609344,0,122.1580017499138,3105.924905486726,10350.373,TRUE,TRUE,30.007854842397723,2026-09
2025,travel_050,excluded,1413.6938427110174,1612.167835947677,470.4200594591064,0,111.82773563132085,3608.1094737491217,NA,TRUE,FALSE,NA,2026-09
