DATAFLOW,LAST UPDATE,freq,hhcomp,rskpovth,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EE,2019,8.2,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EE,2020,6.6,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EE,2021,3.5,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EE,2022,7.6,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EE,2023,8.1,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EE,2024,8.1,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EE,2025,6.5,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EL,2003,57.8,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EL,2004,48.7,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EL,2005,47.2,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EL,2006,39.4,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EL,2007,44.6,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EL,2008,48.2,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EL,2009,39.1,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EL,2010,43.4,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EL,2011,45.0,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EL,2012,44.6,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EL,2013,47.7,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EL,2014,50.8,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EL,2015,55.7,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EL,2016,53.2,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EL,2017,47.1,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EL,2018,38.0,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EL,2019,34.6,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EL,2020,40.8,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EL,2021,38.3,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EL,2022,48.8,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EL,2023,43.3,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EL,2024,45.7,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EL,2025,44.8,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,ES,2004,15.6,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,ES,2005,18.5,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,ES,2006,22.8,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,ES,2007,20.3,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,ES,2008,12.5,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,ES,2009,16.1,b,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,ES,2010,15.3,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,ES,2011,12.7,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,ES,2012,19.1,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,ES,2013,11.7,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,ES,2014,12.1,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,ES,2015,14.2,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,ES,2016,18.0,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,ES,2017,14.7,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,ES,2018,24.2,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,ES,2019,12.7,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,ES,2020,14.6,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,ES,2021,28.6,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,ES,2022,29.0,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,ES,2023,31.8,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,ES,2024,25.3,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,ES,2025,21.5,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EU,2011,22.2,e,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EU,2012,23.2,e,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EU,2013,20.7,e,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EU,2014,18.7,e,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EU,2015,19.2,e,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EU,2016,17.3,e,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EU,2017,16.9,e,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EU,2018,16.6,e,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EU,2019,16.2,e,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EU27_2007,2007,21.8,e,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EU27_2007,2008,20.1,e,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EU27_2007,2009,19.6,e,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EU27_2007,2010,19.7,e,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EU27_2007,2011,22.2,e,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EU27_2007,2012,23.1,e,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EU27_2007,2013,20.6,e,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EU27_2007,2014,18.5,e,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EU27_2007,2015,19.1,e,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EU27_2007,2016,17.2,e,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EU27_2007,2017,16.7,e,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EU27_2007,2018,16.5,e,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EU27_2007,2019,16.1,e,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EU27_2020,2010,22.3,e,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EU27_2020,2011,25.4,e,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EU27_2020,2012,25.7,e,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EU27_2020,2013,23.0,e,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EU27_2020,2014,21.2,e,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EU27_2020,2015,21.4,e,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EU27_2020,2016,19.6,e,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EU27_2020,2017,18.5,e,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EU27_2020,2018,18.2,e,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EU27_2020,2019,17.7,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EU27_2020,2020,16.4,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EU27_2020,2021,15.7,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EU27_2020,2022,19.4,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EU27_2020,2023,20.1,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EU27_2020,2024,18.6,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EU27_2020,2025,18.0,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EU28,2010,19.8,e,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EU28,2011,22.3,e,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EU28,2012,23.2,e,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EU28,2013,20.7,e,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EU28,2014,18.7,e,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EU28,2015,19.2,e,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EU28,2016,17.3,e,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EU28,2017,16.9,e,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EU28,2018,16.6,e,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,EU28,2019,16.2,e,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,FI,2004,2.2,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,FI,2005,2.8,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,FI,2006,5.5,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,FI,2007,2.5,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,FI,2008,4.8,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,FI,2009,4.6,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,FI,2010,3.2,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,FI,2011,3.9,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,FI,2012,1.8,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,FI,2013,2.3,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,FI,2014,2.5,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,FI,2015,3.3,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,FI,2016,5.5,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,FI,2017,1.7,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,FI,2018,1.6,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,FI,2019,5.0,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,FI,2020,1.9,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,FI,2021,3.4,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,FI,2022,2.9,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,FI,2023,1.9,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,FI,2024,1.7,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,FI,2025,5.2,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,FR,2004,13.9,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,FR,2005,10.7,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,FR,2006,13.9,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,FR,2007,14.5,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,FR,2008,15.3,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,FR,2009,16.4,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,FR,2010,9.4,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,FR,2011,19.3,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,FR,2012,17.5,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,FR,2013,14.5,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,FR,2014,19.8,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,FR,2015,20.6,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,FR,2016,16.2,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,FR,2017,18.1,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,FR,2018,13.4,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,FR,2019,20.4,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,FR,2020,19.0,b,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,FR,2021,16.7,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,FR,2022,24.2,b,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,FR,2023,28.3,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,FR,2024,24.6,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,FR,2025,25.4,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,HR,2010,22.7,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,HR,2011,27.1,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,HR,2012,29.8,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,HR,2013,28.5,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,HR,2014,32.9,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,HR,2015,27.6,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,HR,2016,25.3,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,HR,2017,26.0,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,HR,2018,28.0,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,HR,2019,23.5,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,HR,2020,23.8,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,HR,2021,24.6,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,HR,2022,26.0,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,HR,2023,25.7,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,HR,2024,20.6,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,HR,2025,20.1,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,HU,2005,32.4,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,HU,2006,35.6,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,HU,2007,21.9,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,HU,2008,23.5,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,HU,2009,22.7,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,HU,2010,30.6,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,HU,2011,41.0,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,HU,2012,36.8,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,HU,2013,43.7,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,HU,2014,29.1,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,HU,2015,30.5,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,HU,2016,24.4,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,HU,2017,14.5,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,HU,2018,18.2,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,HU,2019,14.5,b,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,HU,2020,15.5,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,HU,2021,16.0,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,HU,2022,16.5,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,HU,2023,18.8,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,HU,2024,16.4,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,HU,2025,17.3,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,IE,2003,4.6,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,IE,2004,4.4,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,IE,2005,4.7,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,IE,2006,6.1,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,IE,2007,3.2,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,IE,2008,4.8,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,IE,2009,2.2,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,IE,2010,2.0,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,IE,2011,3.2,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,IE,2012,8.6,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,IE,2013,7.9,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,IE,2014,6.4,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,IE,2015,5.5,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,IE,2016,6.6,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,IE,2017,6.0,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,IE,2018,7.6,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,IE,2019,8.3,b,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,IE,2020,3.8,b,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,IE,2021,4.8,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,IE,2022,12.6,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,IE,2023,12.0,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,IE,2024,5.7,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,IE,2025,6.7,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,IS,2004,2.1,u,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,IS,2005,0,u,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,IS,2006,13.2,u,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,IS,2007,12.2,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,IS,2008,2.9,b,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,IS,2009,0.0,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,IS,2010,4.7,u,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,IS,2011,,u,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,IS,2012,,u,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,IS,2013,,u,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,IS,2014,4.1,u,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,IS,2015,0,u,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,IS,2016,6.3,u,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,IS,2017,0,u,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,IS,2018,,u,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,IS,2019,,u,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,IS,2020,,u,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,IT,2004,19.9,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,IT,2005,20.7,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,IT,2006,18.7,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,IT,2007,21.5,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,IT,2008,21.5,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,IT,2009,23.2,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,IT,2010,23.9,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,IT,2011,38.3,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,IT,2012,41.5,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,IT,2013,32.2,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,IT,2014,33.6,,
ESTAT:ILC_MDES01(1.0),08/06/26 23:00:00,A,A1_GE65,B_60,PC,IT,2015,31.6,,
